id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P531,Spectral energy distribution,SED plot,F23 Astronomy & space,S19,Spectrum (intensity vs ordered index),D,Data-driven,niche,stub,EE,astronomy,astropy; CIGALE; sedpy,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P532,All-sky projection map,Mollweide/Aitoff/HEALPix map,F23 Astronomy & space,S16,Values attached to geography,D,Data-driven,domain-signature,deep,EE,astronomy;cosmology,healpy; astropy; Aladin,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P533,Hubble diagram,,F23 Astronomy & space,S08,Time series,D,Data-driven,niche,stub,EE,cosmology,astropy; matplotlib,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P534,Galaxy rotation curve,,F23 Astronomy & space,S08,Time series,D,Data-driven,niche,stub,EE,astronomy,matplotlib; GALPY,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P535,Position-velocity diagram,,F23 Astronomy & space,S03,Two continuous variables,D,Data-driven,niche,stub,EE,astronomy,CASA; spectral-cube,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P536,Channel map,velocity channel mosaic,F23 Astronomy & space,S16,Values attached to geography,D,Data-driven,niche,stub,EE,astronomy,CASA; spectral-cube; astropy,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P537,Butterfly diagram (sunspots),,F23 Astronomy & space,S08,Time series,D,Data-driven,niche,stub,EE,space-physics,SunPy; matplotlib,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P538,Dynamic spectrum (radio),,F23 Astronomy & space,S19,Spectrum (intensity vs ordered index),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,EE,space-physics;astronomy,SunPy; PRESTO,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P539,Sky survey mosaic / cutout figure,,F23 Astronomy & space,S05,One summary value per category,H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,astronomy,astropy; Aladin; DS9,28,Bar chart;Grouped bar chart;Lollipop chart;Cleveland dot plot;Mosaic plot;Small multiples;Diverging bar chart;Nightingale rose chart;Waterfall chart;Pictogram chart;Population pyramid;Equiplot;Gauge chart;GSEA enrichment plot;Lollipop mutation plot;Ecological niche overlap plot;Mark-recapture survival plot;KPI card / big number tile;Bullet graph;Radial bar chart;Spine plot;Tally chart;Wrapped bar 
P540,Particle collision event display,,F23 Astronomy & space,S26,Physical lab output (no input table),H,"Hybrid (instrument output, software-rendered)",niche,stub,PE,particle-nuclear,ROOT; iSpy; Atlantis,64,Ridgeline plot;Scanning electron micrograph;Western blot;Southern blot;Northern blot;Far-western blot;Dot blot / slot blot;Agarose gel electrophoresis image;SDS-PAGE stained gel;Native PAGE / Blue-native PAGE;Zymogram;EMSA;Pulsed-field gel electrophoresis;Comet assay image;Autoradiograph;Brightfield micrograph;Phase contrast micrograph;DIC micrograph;Immunofluorescence micrograph;Confocal microgra
P541,Power spectrum of CMB,,F23 Astronomy & space,S19,Spectrum (intensity vs ordered index),D,Data-driven,niche,stub,EE,cosmology,CAMB; healpy,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P542,Stratigraphic column,lithologic log; graphic log,"F24 Earth, climate & hydrology",S01,One continuous variable,D,Data-driven,domain-signature,deep,EE,geology;sedimentology,StratigrapheR; SedLog; TikZ,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Gutenberg-Richter plot;Detrital zircon 
P543,Well log plot,wireline log; composite log,"F24 Earth, climate & hydrology",S03,Two continuous variables,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,EE,geology;geophysics,welly; lasio; Techlog; Petrel,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Clim
P544,Seismogram,waveform record,"F24 Earth, climate & hydrology",S20,Instrument trace (signal vs time),H,"Hybrid (instrument output, software-rendered)",niche,deep,EE,geophysics,obspy; SAC,27,Actogram;Eye diagram;Sanger sequencing chromatogram;Bioanalyzer / TapeStation trace;Capillary electrophoresis electropherogram;FRAP recovery curve;qPCR amplification curve;SPR sensorgram;Thermal shift melt curve;Seahorse OCR/ECAR trace;xCELLigence impedance trace;Patch-clamp trace;EEG multichannel trace;EEG topographic scalp map;ERP waveform plot;Time-frequency / ERSP plot;EMG trace;Actigraphy / a
P545,Record section plot,,"F24 Earth, climate & hydrology",S03,Two continuous variables,D,Data-driven,niche,stub,EE,geophysics,obspy; pyrocko,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P546,Seismic reflection section,,"F24 Earth, climate & hydrology",S03,Two continuous variables,H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,geophysics,OpendTect; segyio; Petrel,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P547,Gutenberg-Richter plot,frequency-magnitude distribution,"F24 Earth, climate & hydrology",S01,One continuous variable,D,Data-driven,domain-signature,standard,EE,geophysics;natural-hazards,obspy; ggplot2,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Detrital zircon KD
P548,Seismic hazard curve,,"F24 Earth, climate & hydrology",S03,Two continuous variables,D,Data-driven,niche,stub,EE,natural-hazards,OpenQuake; ggplot2,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P549,ShakeMap,ground motion intensity map,"F24 Earth, climate & hydrology",S16,Values attached to geography,D,Data-driven,niche,stub,EE,natural-hazards,USGS ShakeMap; terra,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P550,Geological cross-section,,"F24 Earth, climate & hydrology",S27,Schematic (no data),H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,geology,GeoScene3D; Move; Illustrator,25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Jablonski diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diag
P551,Fence diagram,,"F24 Earth, climate & hydrology",S25,Surface over a two-dimensional domain,D,Data-driven,domain-signature,standard,EE,geology;hydrology,RockWorks; Leapfrog,12,Hexbin plot;2-D density plot;Contour plot;3-D surface plot;Wireframe plot;Vector field plot;Streamline plot;Hovmoller diagram;Exposure-lag-response surface;2-D NMR contour plot
P552,Isopach map,thickness contour map,"F24 Earth, climate & hydrology",S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE,geology;sedimentology,gstat; Surfer; Petrel,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P553,Concordia diagram,U-Pb Wetherill/Tera-Wasserburg plot,"F24 Earth, climate & hydrology",S03,Two continuous variables,D,Data-driven,niche,deep,EE,geochronology,IsoplotR; Isoplot; DensityPlotter,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P554,Isochron diagram,Rb-Sr / Sm-Nd isochron,"F24 Earth, climate & hydrology",S03,Two continuous variables,D,Data-driven,niche,stub,EE,geochronology,IsoplotR; Isoplot,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P555,Ar-Ar age spectrum plot,plateau age plot,"F24 Earth, climate & hydrology",S19,Spectrum (intensity vs ordered index),D,Data-driven,niche,stub,EE,geochronology,IsoplotR; ArArCALC,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P556,Detrital zircon KDE plot,age distribution KDE/PDP,"F24 Earth, climate & hydrology",S01,One continuous variable,D,Data-driven,domain-signature,standard,EE,geochronology;sedimentology,provenance; detzrcr; DensityPlotter,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
